City,Province_left,HR_UID,Province_right,Population
Shaunavon,Saskatchewan,4762,SK,37908
Rosthern,Saskatchewan,4755,SK,87916
Wilton No. 472,Saskatchewan,4757,SK,79795
Balgonie,Saskatchewan,4758,SK,272509
Shellbrook No. 493,Saskatchewan,4755,SK,87916
Hudson Bay,Saskatchewan,4756,SK,40797
Carlyle,Saskatchewan,4761,SK,90663
Langham,Saskatchewan,4759,SK,346025
Frenchman Butte,Saskatchewan,4757,SK,79795
Torch River No. 488,Saskatchewan,4756,SK,40797
Shellbrook,Saskatchewan,4755,SK,87916
Macklin,Saskatchewan,4757,SK,79795
Creighton,Saskatchewan,4753,SK,23506
Laird No. 404,Saskatchewan,4755,SK,87916
Canwood No. 494,Saskatchewan,4755,SK,87916
Estevan No. 5,Saskatchewan,4761,SK,90663
Spiritwood No. 496,Saskatchewan,4757,SK,79795
Oxbow,Saskatchewan,4761,SK,90663
Wadena,Saskatchewan,4750,SK,97493
Wilkie,Saskatchewan,4757,SK,79795
Ile-a-la-Crosse,Saskatchewan,4754,SK,27546
South Qu'Appelle No. 157,Saskatchewan,4761,SK,90663
Mervin No. 499,Saskatchewan,4757,SK,79795
Osler,Saskatchewan,4759,SK,346025
Lanigan,Saskatchewan,4750,SK,97493
Lajord No. 128,Saskatchewan,4761,SK,90663
Beaver River,Saskatchewan,4754,SK,27546
Langenburg,Saskatchewan,4750,SK,97493
Moose Jaw No. 161,Saskatchewan,4760,SK,60079
Maidstone,Saskatchewan,4757,SK,79795
Battle River No. 438,Saskatchewan,4757,SK,79795
Kipling,Saskatchewan,4761,SK,90663
Carnduff,Saskatchewan,4761,SK,90663
Foam Lake,Saskatchewan,4750,SK,97493
Gravelbourg,Saskatchewan,4760,SK,60079
Hudson Bay No. 394,Saskatchewan,4756,SK,40797
Buffalo Narrows,Saskatchewan,4754,SK,27546
Air Ronge,Saskatchewan,4753,SK,23506
Grenfell,Saskatchewan,4761,SK,90663
St. Louis No. 431,Saskatchewan,4755,SK,87916
Regina Beach,Saskatchewan,4758,SK,272509
Pinehouse,Saskatchewan,4753,SK,23506
Preeceville,Saskatchewan,4750,SK,97493
Maple Creek No. 111,Saskatchewan,4762,SK,37908
Weyburn No. 67,Saskatchewan,4761,SK,90663
Birch Hills,Saskatchewan,4755,SK,87916
Kerrobert,Saskatchewan,4751,SK,36454
Eston,Saskatchewan,4751,SK,36454
Kindersley No. 290,Saskatchewan,4751,SK,36454
Delisle,Saskatchewan,4759,SK,346025
Waldheim,Saskatchewan,4755,SK,87916
Davidson,Saskatchewan,4751,SK,36454
Longlaketon No. 219,Saskatchewan,4758,SK,272509
Nipawin No. 487,Saskatchewan,4756,SK,40797
Duck Lake No. 463,Saskatchewan,4755,SK,87916
